review,label
"Nếu nhu cầu 1 máy đt vừa chụp đẹp, vừa pin siêu trâu, vừa nhanh, thiết kế đẹp...thì nên.mua M51 nha mnNói chung máy pin oke sài tầm trung tầm 2-4 tùy cách sài khác nhau. Chụp hình khá oke. Loa nghe ổn cũng ấm. Chỉ có cái xui thay sai mắc mưa ước nhẹ thoi mà bị hư cảm biến sạc, phải thay cái mới.Mới dùng được hơn 1 tuần. Cảm nhận máy pin trâu, dùng mượt. Ngước điểm sóng rất kém. Hôm nay còn lỗi không gọi được, trong khi vẫn hiện sóng.Bin trâu lắm nè. Chơi game cả ngày mới hết   . Chơi game thì hơi giật 1 xíu thoi à                                  Xài rất tốt mua đầu tiên mà bây giờ vẫn sài rất mượt dù đã mua từ tháng 8 tháng 9 mà bây giờ sài như mới muaMua M51 vì pin trâu, camera không lồi, thiết kế bóng bẩy, đẹp, sau hơn 1 tuần trải nghiệm cày Netflix, Youtube be bét rất hài lòng, màn hình đẹp sắc nét, đây là chiếc dt thứ 3 mua ở TGDD. 2 chiếc trước mỗi loại dùng được 5 năm, hy vọng M51 cũng vậy.Mua M51 vì pin trâu, camera không lồi, thiết kế bóng bẩy, đẹp, sau hơn 1 tuần trải nghiệm cày Netflix, Youtube be bét rất hài lòng, màn hình đẹp sắc nét, đây là chiếc dt thứ 3 mua ở TGDD. 2 chiếc trước mỗi loại dùng được 5 năm, hy vọng M51 cũng vậy.Mới mua được 2 hôm, thấy pin trâu, sạc nhanh, chụp ảnh đẹp.màn hình quá đẹp,nói chung la tuyet vời.1 bức chụp bằng camera macro khá ấn tượng.chỉ có 1 lỗi nhỏ vào chế độ chụp ban đêm mà che bàn tay lại chup màn hình đen sẽ thấy những đốm sáng li ti..với mình thì chỉ thích pin trau man dep la ổn.chụp ảnh thì cung ít nên nhu cầu vậy là đủ dùng.",0
"Máy bắt wifi quá kém.  Thất vọng khi mua sản phẩm này. Pin và camera thì tạm ổn. Khuyên anh em không nên muaKhuyên mọi người k nên mua, quá tệ, pin hao nhanh, đánh game thì lag như co dật, rất sai lầm khi mua dt này,Em củng đang nản nè giờ muốn đổi máy khác xài luôn.Máy yếu quá WiFi thì bắt chậm ..",0
Nói chug 1 sao cho dòng máy này ...,0
"Dòng máy ngày càg đi xuống.. so sánh thì phần  mền  quá tệ ..Là một dòng máy tôi thất vọng nhất từ khi sử dụng điện thoại. Sóng điện thoại và sóng wifi bắt quá yếu. Tôi để điện thoại ngay bên cạnh và ngồi cạnh cục wifi nét căng mà có tới chục tin nhắn, 4, 5 cuộc gọi đến qua zalo và message mà điện thoại không hề có thông báo. Tới lúc mở điện thoại lên vào ứng dụng mới thấy một tràng tin nhắn và cuộc gọi nhỡ. Thêm nữa chỉ cần một cuộc điện thoại 5 phút qua ứng dụng zalo thôi là máy nóng muốn bỏng tay chứ đừng nói là chơi game. Quá tệ cho Samsung.Nghe là biết mạng khu vực bác cực í ẹMạng yếu rồi ông ơiMáy quá chán, nâng cấp lên androi11 máy bị lỗi chớp tự tắt rồi tự bật liên tục,  đã đến tgdd xử lý jo lại bị tiếp. dt m51 mua tgdd. bị hư cục sạc đem ra tgdd nv nói phải đem cả máy và sạc đi để bh. Và nv nói tự đem ra trung tâm bảo hành kiểm tra hư sẽ đổi luôn. Đem ra trung tâm bảo hành Samsung cũng đòi giữ cả máy lẫn sạc khi đã kiểm tra là sạc hư.Mình cũng mới bị hỏng sạc này. Nếu như vậy thì chết rồi.Sau gần 2 tháng dùng mình có một số đánh giá như sau ",0
mặt lưng nhựa bám bẩm mình dùng ốp lưng từ ngày mua máy đến giờ mà máy không sạch được dễ bám bẩm vô cùng,0
là máy định vị rất kém mình chạy grab mà định vị kém thì bọn mình cạp đất mà kiếm ăn ak,0
"camera dùng rất mờ vỡ hình ảnh , chụp thì nó ok quay quá tệ ",0
rung rất yếu nhiều khi bỏ máy trong túi quần không nghe cảm thấy rung luôn á ,0
liên hệ bảo hành thì chưa có hướng giải quyết bảo hành rất lâu mà chạy xe ứng dụng mà không có máy dùng thì các bác nghĩ xem đói như nào ạ,0
"E co con oppo renno 4 vỡ màn hình thay đc hok  a. Va thay thì tầm bao nhiêu tiền a. Tôi mua máy ngay 6 tháng 2 năm 2021. Khi mua k dk khuyến cáo k nên dán mặt sau. Giờ tự dán mặt sau khi tháo ra mặt sau bị bong chóc và chầy xước. Một sản phẩm tầm chung mà thấy quá thất vọng. Bảo quản máy kĩ rồi dk gì. Quá tệ. Mình cũng đc khuyến cáo là ko dán mặc sau. Nhưng mình dán vừa đọc bl của bạn mình tháo ra thì đâu có gì đâumáy dùng hay mất âm thanh media wifi kém nghe gọi Zalo rè nói chung là không ra gì mua được 01 ngày thì hôm sau mấy nút thanh điều hướng không hoạt động được, không làm sao mà trở về màn chính được, bao nhiêu thiện cảm với samsung giờ mất hết, ức chế.Máy theo như quảng cáo thì hay lắm, nhưng sử dụng hơn 1 tháng mình đánh giá như sau.",0
Thứ 1 hay bị mất âm thanh media,0
Thứ 2 sóng mạng ko được khoẻ,0
"Thứ 3 nghe gọi thoại, zalo, fb...mình nói la rát hết cả họng mà bên kia không nghe.",0
"Mua máy tại tgdd lộc ninh, bình phước.",0
"Mong được phản hồi sớm.Quá tệ. Khi đàm thoại 1 lúc sau không nghe được bên kia nói gì. Chống ồn không tốt. Mới mua được 1 ngày muốn đập bỏ luôn điện thoại. Chán. Càng nghe gọi nhiều càng bị lỗiMáy này định vị kém cực kỳ mạng sài 2 ứng dụng chuyên lỗi chạy grab mua máy này khá thất vọng . Máy đắt tiền định vù quá và mạng quá yếu kémBộ nhớ máy theo như quảng cáo là 128G, nhưng mình dùng khoảng 60G là bị lỗi bộ nhớ báo đầy. Đã phải khôi phục cài đặt gốc 1 lần, giờ là lần thứ 2. Quá nản lỡ mua rồi nên chấp nhậnKo hiểu lí do tại sao.Lúc chưa cập nhật phần mềm để qua đêm chỉ mất 1 đến 2%. Cập nhật xong 1 đêm mất 5 6% là sao??May mình cũng vậy ơ đúng thật, không hiểu sao từ lúc update máy tụt pin nhanh và nhiều hơn. kể cả tắt wifi, tạm dừng mọi ứng dụng nhưng sau 1 đêm vẫn bị tụt 4-5%Quá thất vọng về máy ss m51. Sau khi máy tự động nâng cấp phần mềm thì xẩy ra hiện tượng bị giật. Và lag. Sử dụng mạng không được ổn định. Chỉ được cái ưu điểm là pin trâu. Cấu hình bằng với A70 mà hiệu suất thua A70 quá nhiều.Mình thì pin tụt quá nhahPin tụt quá nhanhCập nhật lên adroi 11 pin tụt nhanh quá. Cần  khắc phục lại .1 ngay ko dùng tụt 10% de qua dem tụt 5% pin.ngao ngánMáy pin rất tốt. Nhưng mới xài có mấy tuần mặt sau lưng máy bị tróc lớp sơn bóng. Mua máy giá cũng cao mà bị lỗi, thật là thất vọng quá.Máy pin 7000 mà thưa còn oppo 4000.gởi zalo video cho ra hình ảnh cả người và nền xanh lè.máy không mượt khuyên ai định mua thì nên cân nhắc nhé.Máy nghe gọi kém loa không nghe được thỉnh thoảng lại bị nhại tiếng rất khó chịu.Quá thất vọng. Giá tiền này mà vào mail không được. Thua máy 2-3tr.  Lời khuyên cho ai đang có ý định là không nên mua. Máy kiểu gì mua 4 tháng mang bảo hành 2 lần cùng 1 lỗi.",0
"Thề không bao giờ dùng Samsung.Máy tự nhiên  bị mất âm thanh media , k nghe được nhạc.  Cuộc gọi  thì vẫn  nghe đc. Cục sạc hư nhahMình có đang xài 1 máy m51 mới tháng đầu loa hơi rè thui vừa qua khỏi tháng là máy hư luôn.máy mình ơ tgdt gần chợ quang 1 á.và mặt sao ơ tgdt nói là k dán keo xài ốp cuối cùng xài rất dỡ ốp ra máy trầy đồ lỗi mình xài còn đt mà hư á.thì tgdt gữi ra chổ trung tâm gì mà của sam sung mà nằm ơ việt nam mà ơ tỉnh bình dương vậy mọi người.rồi mua máy mới cuối cùng thành máy nghĩa địa.Sạc pin của hãng xong mà dùg máy nóng..để cả mấy tiếg cũg thấy nóng.. chán.. lần đầu tiên thấy chán khi mua nhiều đồ ở tgddCỰC KỲ THẤT VỌNG ",0
"Tôi mua con này tối t4 vừa r , và đổi lại ngay chỉ sau 3 ngày sử dụng , vs mức pin 7000mah mà xài như con 4500, quá thất vọng, t tin tưởng tgdd vì đây là trung tâm lớn nhưng nguồn hàng ở đây còn thua những chỗ khác và đây sẽ là lần cuối cùng t mua hàng tại tgdd , cách bảo hành cug quanh đi quẩn lại chỉ có nhiêu đó, làm mất time của khách hàng vì cái bảo hành vớ vẩn j đó, chưa kể điện thoại còn bị đơ đồng hồ trong 1h đồng hồ, lần đầu mới thấy lỗi như v ...Pin 7000 nhưng thời lượng sử dụng chỉ ngang với 5000 trên oppo,đặc biệt sạc cực chậm nếu vừa xem youtube  vừa sạc thì một giờ đồng hồ chỉ  vô dc khoảng 15 phần trăm pin, còn vừa chơi liên quân vừa sạc thì một giờ chỉ vô dc 5 phần trăm pin. Hối hận vì tin vào quả pin 7000mh nên mua máy, Từ nay trở đi ko bao giờ mua dt sam sung và mua hàng ở tgdd nữasac nhanh cua ssung la fai tat man hinh hoan toan moi sac nhanh dc ban ak..Tgdd là nơi bán và tư vấn chứ có sản xuất đâu bạn, dịch vụ tốt là được rồi, mình thích tgdd vì tính rõ ràng, và không bị xoá bình luận xấu, trừ khi mình mua bị vấn đề gì mà tgdd không hỗ trợ đúng cam kết, hoặc phục vụ kém thì mình mới không mua nữa thôiKo nên dùng trong khi sạc bạn nhé, bao vụ cháy nổ rồi. Khi sạc pin nóng, lại dùng chơi game càng nóng.lạy hồn, vừa sạc vừa chơi nó chai pin là đúng rồi má. lại còn chơi liên quân nữa, quỳ. Đừng đổ lỗi cho máy trong khi bạn không có tí kiến thức gì . Tôi rất tiếc tiền vì đã mua máy này mới hay tránh xa đừng như tôi ham pin lớn 7000 mà hối hậnTạm thời thấy pin tạm được, còn lại thấy chưa ổn lắm, lần sau sẽ xem xét khi mua",0
"cho e hỏi máy moi mua 3 hom sao sac pin nóng máy qua 38,39 do , e do kiem tra pin chỉ còn 6800 trong khi máy mới dang lẽ 7000Quá thất vọng về máy ss m51. Sau khi máy tự động nâng cấp phần mềm thì xẩy ra hiện tượng bị giật. Và lag. Sử dụng mạng không được ổn định. Chỉ được cái ưu điểm là pin trâu. Cấu hình bằng với A70 mà hiệu suất thua A70 quá nhiều.Quá thất vọng về máy ss m51. Sau khi máy tự động nâng cấp phần mềm thì xẩy ra hiện tượng bị giật. Và lag. Sử dụng mạng không được ổn định. Chỉ được cái ưu điểm là pin trâu. Cấu hình bằng với A70 mà hiệu suất thua A70 quá nhiều.Sau khi update Android 11 , ngày nào không sử dụng pin không tụt được 10%, quá proTrả lời cho bình luận của Lê Kim",0
"Mình là con gái và mình cũng ko có  mặc quần jean, tây các kiểu nên ko bỏ túi quần làm cong điện thoại nhé bạn Đạt (cmt bài mình). Và  Bên phía tổng đài của TGDĐ đã thừa nhận sai sót, xử lý phí và  bảo hành cho mình rồi. Mình ko phải trả phí gì hết.",0
" Rõ ràng là mình ko sai mà, mình cũng cám ơn bộ phận CSKH đã lắng nghe, tiếp nhận  khiếu nại của mình, chứ mình tức ko ăn ko ngủ nghỉ bán hàng luôn vì rất ức, chỗ mình đặt niềm tin mua từ máy lạnh, tủ lạnh đến đt mà gạt mình sao ko tức. ",0
"Mình xin gửi lời cám ơn đến quý Lãnh Đạo TGDĐ đã xử lý khiếu nại của mình, mình đánh giá cao cách quản lý, điều hành của quý công ty. Mình sẽ ủng hộ tiếp khi có nhu cầu. ",0
"Sản phẩm tốt, dùng 4g cả ngày đa tác vụ vắt kiệt pin mãi k hết. Nói chung sạc 1 lần 1 ngày dùng thoải mái. Loa không to lắm nhưng đủ vang k nứt âm. 8gb ram nên các tác vụ xử lí ok. Dùng 3 năm nữa ok. 5g và tần số quét 90hz cũng k cần thiết cho lắm. Nói tóm lại vừa túi tiền. Mình mua ngày 30.11 giá hơn 7tr5 1 tý (giảm 20%). Ok ngonSử dụng thấy mọi tác vụ đều rất ổn. Phù hợp vs nhu cầu cá nhân. Tuy nhiên pin luôn báo là đang tìm hiểu cách sử dụng, dù mình đã thử khởi động lại vẫn hiện như thế 🙄",0
"Có ai bị giống tui hok, trong mục DCIM ngày nào cũng có file ảnh .png 0b ko. Chán quáPin trâu, máy mượt, nhanh, màn hình trong rõ nét, camera chụp đẹp. Mình vô cùng hài lòng.",0
"Nếu nhu cầu 1 máy đt vừa chụp đẹp, vừa pin siêu trâu, vừa nhanh, thiết kế đẹp...thì nên.mua M51 nha mnNói chung máy pin oke sài tầm trung tầm 2-4 tùy cách sài khác nhau. Chụp hình khá oke. Loa nghe ổn cũng ấm. Chỉ có cái xui thay sai mắc mưa ước nhẹ thoi mà bị hư cảm biến sạc, phải thay cái mới.Mới dùng được hơn 1 tuần. Cảm nhận máy pin trâu, dùng mượt. Ngước điểm sóng rất kém. Hôm nay còn lỗi không gọi được, trong khi vẫn hiện sóng.Bin trâu lắm nè. Chơi game cả ngày mới hết   . Chơi game thì hơi giật 1 xíu thoi à                                  Xài rất tốt mua đầu tiên mà bây giờ vẫn sài rất mượt dù đã mua từ tháng 8 tháng 9 mà bây giờ sài như mới muaMua M51 vì pin trâu, camera không lồi, thiết kế bóng bẩy, đẹp, sau hơn 1 tuần trải nghiệm cày Netflix, Youtube be bét rất hài lòng, màn hình đẹp sắc nét, đây là chiếc dt thứ 3 mua ở TGDD. 2 chiếc trước mỗi loại dùng được 5 năm, hy vọng M51 cũng vậy.Mua M51 vì pin trâu, camera không lồi, thiết kế bóng bẩy, đẹp, sau hơn 1 tuần trải nghiệm cày Netflix, Youtube be bét rất hài lòng, màn hình đẹp sắc nét, đây là chiếc dt thứ 3 mua ở TGDD. 2 chiếc trước mỗi loại dùng được 5 năm, hy vọng M51 cũng vậy.Mới mua được 2 hôm, thấy pin trâu, sạc nhanh, chụp ảnh đẹp.màn hình quá đẹp,nói chung la tuyet vời.1 bức chụp bằng camera macro khá ấn tượng.chỉ có 1 lỗi nhỏ vào chế độ chụp ban đêm mà che bàn tay lại chup màn hình đen sẽ thấy những đốm sáng li ti..với mình thì chỉ thích pin trau man dep la ổn.chụp ảnh thì cung ít nên nhu cầu vậy là đủ dùng.",0
"Thề ,  ko bao giờ mua samsung nữa .trải nghiệm quá kém cho samsung M51 , nếu so với các hãng khác , giá thấp mà trải nghiệm thì ngon hơn nhiều ... Mình đang sử dụng máy M51.",0
Máy bị lỗi mic gọi và mình đã đổi máy mới lần 2 nhưng vẫn không cải thiện. ,0
"Cái máy thứ 3 này mình đang dùng vẫn bị lỗi như 2 máy trước. Khi gọi điện thoại ở môi trường yên lặng thì đối phương nghe rõ nhưng khi gọi điện ở môi trường có tạp âm như nhà xưởng, ngoài đường, xem tivi,....thì đối phương không nghe được gì ( âm thanh bị rè, méo tiếng, tiếng nhỏ).",0
"Mình đã theo dõi và xác nhận 100%. Máy bị lỗi hàng loạt về chức năng lọc tập âm khi gọi điện thoại ( 3 máy cùng 1 lỗi )Sâm sung gọi nghe tiếng rất nhỏ cảm thấy rất khó chịu khi gọi điệnMáy hay bị nóng máy  khi chơi game nặng  và hao pin  k cbowi gì cũng tuột 10- 20 % pin là như nào Mình mua con m51 hôm tháng 10/2020, tháng 11 sơ ý làm rơi nứt màn hình 1 đường, mình vẫn thấy xài ok nên k thay màn hình, mãi đến cuối tháng 1/2021 tự dưng đang bấm dt gọi không được, hệ thống báo lock cái j đó k biết, rồi khóa sim, sạc pin k vô, đem lên hãng Samsung k chịu bảo hành, nói hư main do màn hình bể(cái này vô lý), nếu do màn hình bể, thì tại sao mình vẫn xài được mấy tháng, rất bất mãn Pin cũng tạm ổn so với các dòng khác nhưg có 1 vấn đề đó là hay bị lag đơ . Sau một lúc báo đóng ứng dụng mới dc . Nếu dùng liên tục 1 ngày cũg mấy lần . Tóm lại là máy ko ổn so với tầm giá . Nên suy nghi lại trước khi muaMáy dùng chán.sạc chập chờn bỏ gần 10t mua mà dùng không ra gì.nghĩ nó chán.,...................,.,.,.,.,..,.,.,.,....",0
"Kiến nghị đừng mua máy này tại tgdd,,mới mua may xài dc 13 ngày, là bị vấn đề nge gọi hok rõ, có lúc nge dc có lúc hok. Xài bực bội. Đem đi hỗ trợ mà nó bảo máy k vấn đề.. k vấn đề thì mình đem đi đổi làm ji, làm như mình rãnh dữ lắm.Chỉ số 7000mah mà xài ko đủ 1 ngày cho xocn, xem tin tức.Tôi là khách hàng thân thiết bên TGDD. Đã mua nhiều sản phẩm không hiểu sao sản phẩm nào cũng lỗi. Không lỗi cái này thì lỗi cái khác. TGDD bán hàng quá kém chất lượng. Lên bảo hành thì toàn chờ đợi trong khi không hỗ trợ sản phẩm dùng tạm cho khách. Tôi đã từng thích cách tiếp khách và chăm sóc khách hàng của nhân viên TGDD nên quyết định chọn TGDD là nơi uy tín để mua các sản phẩm công nghệ điện tử nhưng nguồn hàng của TGDD thì quá kém chất lượng.Mua chua được 20 ngày, mặt sau bi bong chóc ra hết,nhin mất giá trị, lai tgdd thi noi chuyện không có trách nhiệm. Rõ ràng la kém chất lượng.mih sai dt rất kỹ chứ phải ẩu đâu,thich pin trau nen đổi dt thoi chứ cái s7 edge mih sai rất lau ma con như mới.hazz mọi người đừng nên mua.. Buồn quá mọi người ơi, bỏ tiền ra mua góp , chưa trả được tháng nào mà dt lại bị vậy rồi.A sài màu j mà tróc a. Màu đen hảMáy k ăn thua sạc xong 10 tụt 2% 1 tiếng 5% trong khi đó k sử dụnh",0
Pin 7000 mà k bằng cob pib 4500ma,0
Ra tgdd đổi cái mới sau 3 lần sạc vẫn như thế,0
Khuyên ae lên suy nghĩ vì sao bị đánh giá 3*8 sao,0
Tôi là tôi cho 1 sao,0
"Phí tiềnMáy nghe gọi lèm nha lèm nhèm, phát chán lên đc, thật sai lầm khi mua điện thoại nàyMáy mua dk 1 tháng 13 ngày lỗi sạc .lên dk nhân viên tư vấn bảo dòng này toàn bị lỗi sạc.Dùng chả ra 1 cái gì cả. Mới mua được 1 tuần và cảm nhận quá kém. K có chất lươmgjXài được 3 tháng giờ cứ 1-2 tiếng lại k truy cập đc mạng.K xem đc ytb k làm gì được cứ khởi động lại ngày mấy chục lần.Dù 4G hay Wifi ngập tràn vậy mà k truy cập được.Được cái pin trâu .Trước xài A50 cũng lỗi về sóng.Giờ sang con này cũng như shit.Đập nát luôn nghỉ mua samsung.Quá ảnh hưởng cvDùng được tầm 1 tuần thì máy có hiện tượng lag , vào nhiều ứng dụng hoặc chơi game thỉnh thoảng tự thoát ra. Vô cùng khó chịu luôn, Máy em mới mua 2 tuần mà bị lỗi cảm ung này nợ giờ  không cảm ung được thì giơ em muốn 1 đổi 1 lại thì phải xuống lại TP hcm hay sao ? Tại ",0
"giờ  em về lâm đồng rĐổi ở đâu cũng được tgdd chung hệ thống mà bạn Thất vọng m51 qa mấy bạn ah.3g thì qua yếu.máy sac thì nóng hỏi.pin trâu thì trau chứ sạc nóng kiểu đó ai dám cằm sài.mình mua gần tháng toàn để bên ngoài phong sạc k dám đem vào phong luôn ak.mình mới đổi cái mới mà cũng vẫn nóng vậy.nv nói muốn đổi nữa thì gửi về hang thảm đinh 15 ngày tết tới oy máy đau sài chán.ai định mua m51 nên suy nghĩ kyHahaSạc nhanh thì nóng là phải rồi , muốn sạc không nóng thì vô cài đặt rồi tắt cái sạc nhanh đi là xong. Do bà xu cà na thôi. Điện thoại mới mua được 1 tuần , những khi không dùng mà pin vẫn bị tụt , pin 7000mAh mà nhanh hết pin , sài 1 ngày là phải sạc 1 lần . Cảm biến vân tay lúc được lúc không . Điện thoại hay bị lag , đơ máy rất khó chịu.Tốn gần 10 triệu mà điện thoại lỗi như vậy . Khá thất vọng.tôi thật sự thất vọng về ss m51. máy toàn bị đơ giật lag . gọi video toàn đứng hình . choi game 45s  lại bị đơ. tôi đổi trả 2 lần rồi.thât vọng quá muốn đổi sang sản phẩm khác mà k có máy nào bằng giá chiếc m51. đổi trả phải bằng giá tiền hoac cao hơn. cao hơn thì có chiếc reno4pro phải bù vào hơn 2tr nữa . tức quá hủy hợp đồng luôn cắn răng  lỗ 1tr8 , từ nay tôi thề k bao giờ mua ss nữa. ai có ý định mua thì xem xét lại nha.. mà tôi k hiểu là máy lỗi rồi mà vấn trưng bày vào tủ nhìn rất hoành tráng k biết ai vào sau có mua lại không.mog là ben tgdd đem hết số máy đó tra ve cty. đưng bán lại cho khach vào sau nữa.nhân viên hỗ trợ cũg tạm tạm. tù này k giám mua dt o tgdd nữa. bey bey Tui xài M51 2 ngày sạc 1 lần đây, các tác vụ đều mượt, nổ vừa thôi cậu ơi Đấy là do nhà sản xuất bạn ơi, tui mua máy nào thời gian đầu cũng vậy, sau đó dùng rồi từ từ nó hết, bên FPT cũng vậy, cùng nguồn hàng màSài ngon vậy mà bảo blu bla là sao????? Thấy máy ngon rồi môún người khác đọc xong không mua àMình mua máy 27/11 lúc mới đầu thì pin trâu dùng 3 ngày mới hết giờ thì giảm chỉ còn ngày rưỡi là hết, sạc cắm thì chập chờn ko vào điện nhưng mang ra cửa hàng test lỗi thì chẳng sao, mang về nhà sạc thì lại ko vào điện giờ chẳng biết làm thế nào. mệtLỗi sạc ko nạp pin.đem đi bảo hành thì thu thêm phí. Lần sau chắc ko mua hàng bên Thế Giới Di Động nữa mua vê đeo ốp lưng vô đe trong phong 2 ngay thảo ra nó trây nát hết mất lưng dù ích khi saiMới sài đc 2 tháng. Ad cho hỏi pin chứ cách 1 tiếng là tụt 1% khi ko sài máy để ở chế độ chờ. Trong khi máy 3000 pin chỉ mất có 4% từ 12h đêm đến 7h sáng. Còn m51 mất đến 10% là do máy bị lỗi hay sao vậy ah. Đã xóa tất cả ứng dụng có thể xóa chỉ sài có zalo ko tải bất cứ ứng dụng nào nữa và tắt tất cả ứng dụng nào có thể tắt luôn mà còn vậy. Nếu giờ em trả hàng thì em bi mất nhiu tiền. Lúc đầu sài cũng dc 3 4 ngày mới hết pin giờ 2 ngày là hết trong khi ko sai nhiu chỉ thinh thoảng len wed xem đồ doc báo. Sai nhiu chac chưa dc 1 ngàyMáy còn hao pin không bạnTrước đánh giá được 3s thì bây giờ chỉ còn 1s, lần đầu thấy thất vọng về ss như vậy, mua điện thoại cũ thì lỗi sạc không được micro thì nhỏ xíu, lần thứ hai đổi sang cái mới thì micro nói mà bên kia nghe lúc được lúc không cảm giác như bị nhiễu sóng hay sóng yếu, điện thoại sài vẫn chưa được một tháng mong tgdd có câu trả lời thỏa đángSau 1 tháng sử dụng tui thấy M51 quá tệ. Camera ko rõ. Vân tay nhận diện lúc được lúc ko. Quay phim thì mờ câm ko thấy rõ... Lôi nghe gọi trầm trọng sóng yếu ko nghe dc ben kia nói gì. Tóm lại da đổi máy roi van bịVỏ sau quá tệ. Mới dùng mà đã bong tróc hết rồi. Yêu cầu nhà sản xuất kiểm tra và có chế độ bảo hànhGần như ai dùng cũng bị hỏng sạc. Đổi sạc mới thì liệu mấy tuần nữa lại hỏng đây. Hay cứ một tháng mua sạc 1 lần. Lần đầu tiên dùng sam sung và thấy thất vọng vô cùng. Quảng cáo rầm rộ pin khỏe thì cũng phải làm cái sạc nó tương ứng với pin chứ .... Gọi điện bên hỗ trợ sam sung thì yêu cầu cập nhật phần mềm để tương thích với sạc. Thật buồn cười mà. Nói chung là không có nút 0 sao. Chứ thật ra là không đáng 1 saoMang ra bảo hành bó bắt để cả máy lạiSẽ trả hàng chấp nhận mất 20% phí coi như phí trả nghiệm.Mua được 2 tháng và bị hỏng cục sạc. Mình dùng rất giữ gìn nên không có chuyện sạc bị rơi hay va đập gì. Gọi điện thì báo phải gửi cả máy đi kiểm tra. Trong khu mình sạc sạc khác vẫn vào điện. ",0
"Quá thất vọng vì cách giải quyết này. Mình bị hỏng cốc sạc bị lỗi và đã đi đổi rCốc sạc sạc hk vô hay sao bạnCục sạc hư mang ra bảo hành. K cần test máy móc có bị gì không đã đòi gửi cả máy về công ty 15 ngày. K có cách giải quyết khác àbắt mình gửi cả máy để hỏng sạc vài lần thì sẽ tự mua ko phải mang đến nữa.chứ tháng nào sạc cũng hỏng gửi máy 15 ngày thi mua làm cái gì mọi người ơiMình đang định mua mà thấy mấy bạn chê quá giờ ko biết làm sao :((cho e hỏi máy moi mua 3 hom sao sac pin nóng máy qua 38,39 do , e do kiem tra pin chỉ còn 6800 trong khi máy mới dang lẽ 7000Quá thất vọng về máy ss m51. Sau khi máy tự động nâng cấp phần mềm thì xẩy ra hiện tượng bị giật. Và lag. Sử dụng mạng không được ổn định. Chỉ được cái ưu điểm là pin trâu. Cấu hình bằng với A70 mà hiệu suất thua A70 quá nhiều.Quá thất vọng về máy ss m51. Sau khi máy tự động nâng cấp phần mềm thì xẩy ra hiện tượng bị giật. Và lag. Sử dụng mạng không được ổn định. Chỉ được cái ưu điểm là pin trâu. Cấu hình bằng với A70 mà hiệu suất thua A70 quá nhiều.Sau khi update Android 11 , ngày nào không sử dụng pin không tụt được 10%, quá proTrả lời cho bình luận của Lê Kim",0
"Mình là con gái và mình cũng ko có  mặc quần jean, tây các kiểu nên ko bỏ túi quần làm cong điện thoại nhé bạn Đạt (cmt bài mình). Và  Bên phía tổng đài của TGDĐ đã thừa nhận sai sót, xử lý phí và  bảo hành cho mình rồi. Mình ko phải trả phí gì hết.",0
" Rõ ràng là mình ko sai mà, mình cũng cám ơn bộ phận CSKH đã lắng nghe, tiếp nhận  khiếu nại của mình, chứ mình tức ko ăn ko ngủ nghỉ bán hàng luôn vì rất ức, chỗ mình đặt niềm tin mua từ máy lạnh, tủ lạnh đến đt mà gạt mình sao ko tức. ",0
"Mình xin gửi lời cám ơn đến quý Lãnh Đạo TGDĐ đã xử lý khiếu nại của mình, mình đánh giá cao cách quản lý, điều hành của quý công ty. Mình sẽ ủng hộ tiếp khi có nhu cầu. ",0
"Sản phẩm tốt, dùng 4g cả ngày đa tác vụ vắt kiệt pin mãi k hết. Nói chung sạc 1 lần 1 ngày dùng thoải mái. Loa không to lắm nhưng đủ vang k nứt âm. 8gb ram nên các tác vụ xử lí ok. Dùng 3 năm nữa ok. 5g và tần số quét 90hz cũng k cần thiết cho lắm. Nói tóm lại vừa túi tiền. Mình mua ngày 30.11 giá hơn 7tr5 1 tý (giảm 20%). Ok ngonSử dụng thấy mọi tác vụ đều rất ổn. Phù hợp vs nhu cầu cá nhân. Tuy nhiên pin luôn báo là đang tìm hiểu cách sử dụng, dù mình đã thử khởi động lại vẫn hiện như thế 🙄",0
"Có ai bị giống tui hok, trong mục DCIM ngày nào cũng có file ảnh .png 0b ko. Chán quáPin trâu, máy mượt, nhanh, màn hình trong rõ nét, camera chụp đẹp. Mình vô cùng hài lòng.",0
